Actual,Predictions
2,"[1.5570573e-13 1.0269315e-11 1.0000000e+00 1.5208433e-09 1.8277018e-12
 5.7838017e-13 5.4174325e-13 5.6082972e-11 2.3507727e-11 9.3045905e-13]"
3,"[6.6602793e-20 4.9360217e-11 1.3753149e-13 1.0000000e+00 9.4382164e-21
 5.8550775e-11 1.3517365e-18 1.1009199e-14 7.4339773e-16 9.0480168e-14]"
7,"[1.9926315e-08 1.3467757e-08 4.1583032e-08 2.6188238e-09 1.2434893e-08
 4.1173247e-09 4.7869873e-13 9.9999940e-01 3.8960900e-11 5.2025240e-07]"
1,"[1.8741646e-10 1.0000000e+00 4.8882579e-11 2.6770898e-14 7.7120671e-10
 4.3481795e-11 5.0514645e-12 3.2504148e-09 6.2865914e-11 1.3680784e-09]"
9,"[1.6182723e-09 2.4520571e-11 5.3548659e-11 5.4853150e-11 1.1044467e-04
 9.4046870e-10 2.0913168e-10 2.8957217e-08 1.6783082e-06 9.9988782e-01]"
2,"[2.1514018e-10 1.9278228e-11 1.0000000e+00 4.0238373e-09 1.4352694e-12
 7.1738389e-13 2.6854605e-11 2.0555170e-08 8.2300652e-11 4.3827316e-12]"
2,"[1.6374487e-11 8.1249477e-13 1.0000000e+00 1.1019964e-09 4.0198213e-11
 5.9280798e-13 8.8583568e-13 1.5419919e-11 8.0714511e-11 2.5761754e-12]"
5,"[5.4117261e-15 2.9293343e-16 4.8008035e-14 2.9628929e-08 5.1086717e-15
 1.0000000e+00 1.1134692e-12 2.8424917e-16 4.2750040e-12 3.0199423e-08]"
3,"[2.1287795e-18 4.2330195e-10 2.6321832e-11 1.0000000e+00 5.0951960e-18
 1.4969186e-10 4.5140272e-17 1.3601615e-12 1.2528333e-13 2.1632500e-12]"
7,"[3.6720591e-09 3.4021730e-06 1.7438207e-06 2.8270092e-08 1.0478416e-08
 1.2947300e-10 7.4896452e-12 9.9995303e-01 3.9640694e-10 4.1706749e-05]"
8,"[1.3679975e-09 5.6127092e-10 4.0515848e-09 7.5113216e-10 2.1047075e-12
 9.4949701e-09 1.1563562e-10 1.0171509e-12 1.0000000e+00 5.1524300e-09]"
0,"[9.9999988e-01 2.8211636e-11 6.2929701e-12 8.0576532e-11 1.3830403e-10
 1.2307762e-08 3.9438664e-08 1.3799848e-12 9.9722307e-08 4.7655728e-09]"
1,"[1.9640739e-10 1.0000000e+00 9.3674235e-11 1.5240452e-14 6.5015737e-10
 1.7712694e-09 4.2118247e-09 1.1719620e-09 1.0130846e-09 7.7909700e-11]"
2,"[2.3441854e-12 1.0950526e-09 1.0000000e+00 4.5302269e-09 1.8137320e-11
 1.6643120e-13 2.4119481e-10 3.6932342e-09 8.1991837e-11 2.0104788e-13]"
3,"[2.9665957e-20 5.0995384e-12 4.9870806e-13 1.0000000e+00 1.4686057e-19
 1.4994019e-10 4.5043235e-18 8.4929866e-14 9.1437830e-14 5.6914751e-12]"
4,"[1.3428582e-14 2.7105954e-10 3.6995029e-12 8.1148255e-15 1.0000000e+00
 3.4962317e-12 9.8291115e-12 2.3092225e-10 2.5681615e-10 3.3209765e-10]"
7,"[9.48818732e-11 1.16064385e-08 2.19481961e-08 2.71671269e-10
 4.85090794e-08 1.33858813e-09 8.70582361e-14 9.99999762e-01
 1.41833194e-11 1.33732641e-07]"
8,"[4.1179446e-18 2.2079038e-19 3.5901874e-14 1.2585629e-12 3.8083636e-16
 3.2874999e-13 1.5214769e-15 5.2196825e-20 1.0000000e+00 1.1969564e-13]"
9,"[1.7957242e-11 4.0065844e-14 1.8150343e-12 5.6706466e-11 7.7070433e-07
 5.9053157e-12 4.2546682e-14 7.6904874e-09 1.5701546e-09 9.9999917e-01]"
0,"[1.0000000e+00 2.0360409e-13 2.8887892e-10 9.4199049e-14 3.4004705e-10
 1.7476206e-13 5.7904195e-11 3.5430198e-13 6.4300294e-11 4.3923182e-10]"
1,"[1.9753664e-11 1.0000000e+00 6.8220270e-11 1.5403514e-15 1.9005393e-11
 1.2751133e-10 4.8037996e-10 2.7742456e-10 3.1649838e-10 6.8807113e-12]"
2,"[4.4025148e-11 5.5362489e-11 1.0000000e+00 3.7919985e-08 3.0189717e-10
 6.3394732e-12 8.3770950e-12 4.7278017e-09 2.0462207e-10 6.8897110e-11]"
3,"[8.9583861e-20 3.6454317e-10 2.7933024e-13 1.0000000e+00 6.4933027e-19
 2.0075160e-10 1.1799324e-18 1.7408704e-13 4.0730037e-15 8.7595009e-12]"
4,"[2.8493922e-19 3.4293521e-13 1.6995143e-14 5.8749857e-20 1.0000000e+00
 9.3406677e-17 2.2810219e-14 9.7950630e-13 4.0771795e-14 3.1052027e-16]"
7,"[5.0091261e-11 3.2290408e-09 8.5817877e-09 8.3349917e-11 1.9592932e-09
 1.6236412e-10 3.0156548e-15 1.0000000e+00 2.4380320e-12 1.0381488e-08]"
8,"[5.4214143e-16 1.8556145e-18 4.7439244e-13 1.3529175e-11 2.2740357e-15
 2.9196662e-13 3.4234473e-15 2.6913068e-18 1.0000000e+00 6.3841146e-12]"
9,"[2.29535058e-10 3.56150791e-14 8.52217168e-12 3.80358439e-10
 2.43477913e-08 6.78811174e-11 1.24214925e-14 2.88994375e-08
 1.41866652e-09 1.00000000e+00]"
0,"[1.0000000e+00 3.0080044e-14 1.3002850e-10 5.9748587e-13 1.1828186e-11
 1.1246471e-12 4.0857981e-10 2.3058443e-12 3.4742005e-09 3.1895409e-09]"
1,"[9.3405540e-11 1.0000000e+00 1.8585576e-11 2.1246697e-15 5.2836728e-11
 4.0878248e-10 2.1570515e-10 2.6922370e-10 1.9686834e-10 1.9224473e-11]"
7,"[1.5581904e-08 1.0465610e-07 2.2149297e-07 6.3478556e-09 2.6069035e-06
 3.9817894e-07 4.2266737e-12 9.9998856e-01 2.7623348e-09 8.1344051e-06]"
8,"[6.2654866e-15 1.6247879e-17 9.5023783e-13 1.6691299e-11 9.6954758e-16
 4.3541006e-13 2.6465265e-14 9.6469517e-18 1.0000000e+00 5.5328259e-12]"
9,"[1.6141362e-10 2.6417705e-13 8.4718337e-11 9.4670038e-10 1.9270998e-07
 5.6317159e-11 8.9217303e-14 2.7256664e-07 9.3180503e-09 9.9999952e-01]"
8,"[7.4262995e-15 3.1004549e-17 6.9564390e-13 2.5750468e-11 1.6838300e-14
 1.4312426e-12 6.3529511e-14 4.0967943e-17 1.0000000e+00 7.3983791e-11]"
9,"[2.7862324e-12 5.7955121e-15 2.5249684e-13 4.4555661e-11 3.1036329e-09
 8.3442411e-13 4.4951747e-14 1.0116712e-09 4.8383930e-10 1.0000000e+00]"
2,"[7.6073929e-13 1.9090262e-11 1.0000000e+00 1.0067530e-09 5.8909210e-12
 1.1741125e-12 5.0417927e-11 6.8596046e-11 6.2620346e-11 1.4163512e-14]"
6,"[1.3747184e-11 6.8736730e-14 7.2660401e-15 2.9385214e-17 8.2696735e-14
 8.0482843e-11 1.0000000e+00 7.4810725e-20 9.8526244e-13 2.6118932e-15]"
1,"[3.2043732e-11 1.0000000e+00 7.6650587e-12 4.5911531e-16 5.2149896e-11
 9.9492664e-11 8.1107579e-11 3.0322389e-10 7.8269544e-11 1.7780813e-11]"
3,"[2.7738768e-20 4.5811493e-11 1.8938285e-13 1.0000000e+00 1.6618582e-19
 6.1344069e-11 1.4806896e-18 5.1482026e-14 9.7914485e-15 2.6816919e-12]"
5,"[2.6127699e-15 9.3782410e-14 1.6028261e-13 1.6792079e-07 4.1050523e-14
 9.9999988e-01 7.0044436e-11 1.3373515e-15 1.5593441e-11 2.2621458e-09]"
4,"[4.2779305e-13 5.1674753e-10 2.0929893e-09 2.9125787e-14 1.0000000e+00
 3.6012675e-12 8.9584271e-11 7.9856601e-09 9.6562012e-09 5.8448320e-12]"
8,"[1.7818363e-11 3.1456242e-13 7.8694002e-09 3.5910324e-09 6.2084698e-11
 3.9245135e-12 6.5074599e-12 8.2388680e-13 1.0000000e+00 2.6024891e-08]"
2,"[2.1834260e-11 6.9057147e-09 9.9999988e-01 5.7969917e-08 2.7586197e-11
 2.6901739e-13 5.2198528e-12 8.1020339e-08 3.2743488e-11 4.9136533e-12]"
6,"[7.8812588e-11 8.2145106e-14 9.6369041e-12 5.2550580e-15 3.6011880e-14
 9.0684109e-09 1.0000000e+00 4.0669584e-18 3.1897160e-10 1.5240286e-13]"
4,"[4.9306101e-15 1.3503403e-10 2.4461880e-12 1.2623836e-15 1.0000000e+00
 7.0873580e-12 1.8930829e-11 8.4789183e-11 6.0659272e-10 2.6835199e-11]"
3,"[9.1025501e-20 5.2265080e-12 1.4769814e-13 1.0000000e+00 1.8165731e-20
 1.0107193e-11 2.9994047e-18 3.9696326e-15 8.9357122e-15 1.4243565e-14]"
4,"[8.78548157e-13 1.12933718e-09 1.22689315e-11 2.07228830e-14
 1.00000000e+00 2.07401943e-11 8.38803610e-11 4.11245898e-10
 5.19584042e-10 9.40812872e-10]"
5,"[2.8011191e-12 2.1520894e-11 1.2418554e-10 1.1778687e-07 1.0429231e-09
 9.9999774e-01 4.7031962e-11 2.1609659e-11 6.8764812e-09 2.0842056e-06]"
9,"[6.6289911e-11 4.8954449e-13 5.4199371e-11 4.0251155e-10 2.5063569e-08
 4.3398261e-11 1.7533593e-13 2.9861030e-07 3.0853524e-09 9.9999964e-01]"
2,"[1.0077540e-12 1.7195156e-09 9.9999976e-01 2.9211509e-07 2.3315117e-12
 1.1000603e-12 2.3166189e-11 9.1060320e-10 6.1634094e-11 3.7389848e-13]"
0,"[9.9999976e-01 2.2874582e-09 1.5267168e-09 8.9552687e-10 3.3097802e-08
 3.9910930e-08 7.4963708e-08 2.3086626e-10 1.1710891e-07 2.9730932e-08]"
3,"[1.9283619e-18 2.2099383e-10 4.6180104e-14 9.9998760e-01 6.1400451e-18
 1.2396592e-05 1.3677696e-16 6.3119481e-15 3.8867621e-13 2.1262796e-09]"
9,"[4.2963137e-12 2.7502637e-13 6.7623520e-12 5.0148136e-11 1.4975261e-07
 4.0626205e-12 2.8425213e-14 2.8670163e-08 7.4672241e-10 9.9999988e-01]"
4,"[2.98054143e-13 5.63875391e-09 1.10675205e-10 1.04140851e-13
 1.00000000e+00 2.47458165e-10 4.65489203e-10 2.13510543e-08
 7.07169123e-09 3.59334118e-09]"
9,"[4.9887364e-12 2.1359462e-13 1.1190604e-11 4.2942830e-11 2.0051378e-07
 5.4648945e-11 7.3711789e-14 3.2921770e-07 1.2775795e-09 9.9999952e-01]"
7,"[4.1917617e-10 4.8551478e-06 2.0632647e-06 2.0254598e-08 4.8248017e-07
 4.5366502e-09 1.2786290e-11 9.9998069e-01 3.7364808e-10 1.1958805e-05]"
3,"[1.9263180e-20 1.2965348e-11 4.7555272e-14 1.0000000e+00 2.8979077e-20
 5.8879582e-11 9.6726675e-19 4.9387048e-15 5.6890782e-15 5.8708477e-14]"
8,"[1.5494966e-13 2.6580593e-15 1.2145785e-11 2.0747784e-08 2.7095559e-14
 2.6168032e-09 3.6389519e-13 3.1707641e-15 1.0000000e+00 4.2467754e-10]"
7,"[9.2608657e-11 1.5962918e-08 7.0353025e-08 1.5810826e-09 4.6886379e-09
 2.4149027e-10 8.2973206e-14 9.9999976e-01 2.5909542e-11 1.1244503e-07]"
4,"[2.2738514e-13 5.1256357e-11 5.7422110e-12 4.8798081e-15 1.0000000e+00
 1.3003729e-12 6.3800245e-12 1.9177274e-10 2.5654445e-10 5.7375937e-11]"
4,"[6.7454806e-11 3.5082810e-09 1.0718465e-09 8.4292458e-13 1.0000000e+00
 3.2452346e-10 5.5732491e-10 9.5321828e-10 2.2587454e-08 1.9907931e-09]"
9,"[2.9103397e-12 4.6591975e-12 6.3383909e-11 5.2284305e-10 3.2418709e-06
 6.2776916e-11 4.1434578e-14 1.3553553e-07 4.2178563e-09 9.9999666e-01]"
8,"[1.3478462e-11 4.9009500e-13 3.2270975e-08 1.9593869e-09 1.3098219e-09
 6.0531524e-11 5.2961894e-13 7.5948709e-12 9.9999821e-01 1.7613506e-06]"
5,"[2.6852983e-13 7.5921230e-14 1.2248954e-12 1.6447991e-06 6.6356637e-13
 9.9999785e-01 1.3285442e-12 4.7990813e-14 8.7554942e-11 5.3170947e-07]"
8,"[1.5866064e-15 1.4274032e-17 4.4623589e-12 9.9043176e-11 2.1010232e-14
 1.0066650e-12 4.0482508e-15 1.9862421e-16 1.0000000e+00 1.4253135e-10]"
2,"[3.5583195e-13 1.2806012e-08 9.9999642e-01 3.5748285e-06 1.9322297e-11
 9.3027695e-12 5.2407467e-11 5.9486821e-10 1.9370941e-10 3.5729635e-12]"
6,"[5.0239507e-10 5.0397906e-12 1.8695642e-12 1.9232154e-13 5.1084952e-12
 1.9153333e-06 9.9999809e-01 4.4389037e-16 5.2927258e-09 9.6514723e-12]"
6,"[4.4253722e-11 9.5530341e-15 4.1524631e-16 9.0221587e-16 3.1337072e-13
 8.4093346e-09 1.0000000e+00 7.0954886e-19 2.1356765e-11 6.6780315e-14]"
2,"[1.16538099e-10 7.47523266e-10 9.99999881e-01 1.15318834e-07
 4.07243878e-10 1.45023349e-12 7.76334379e-12 4.99114439e-09
 4.83841717e-11 5.24460900e-13]"
3,"[1.3297013e-22 5.1703460e-13 3.8897007e-14 1.0000000e+00 3.4611495e-21
 3.3813830e-11 8.6410284e-21 1.6562360e-14 8.9794545e-14 2.3765952e-12]"
1,"[6.26949187e-11 1.00000000e+00 1.56816695e-11 5.36068814e-15
 7.70871075e-11 4.85472718e-10 1.07623195e-10 2.84955198e-10
 1.57576854e-10 2.21961737e-11]"
3,"[5.1364412e-22 1.1556060e-11 1.3120901e-12 1.0000000e+00 3.7474238e-21
 2.8443849e-12 2.8829454e-20 3.0592516e-14 7.0947992e-15 1.8841437e-13]"
2,"[2.2442008e-11 3.3405316e-09 9.9999976e-01 1.7169940e-07 4.7749842e-11
 6.2887900e-13 7.6913709e-13 7.5928995e-08 1.5334362e-11 6.2479431e-11]"
7,"[3.2354316e-10 7.6020357e-10 1.3069442e-07 2.2562323e-10 3.8308535e-08
 1.0745139e-08 1.0821658e-14 9.9999976e-01 9.4342124e-11 9.4644513e-08]"
3,"[9.3799263e-13 4.2958699e-09 1.7560852e-08 9.9999976e-01 3.7349862e-13
 8.9969632e-09 6.1012454e-14 4.1778253e-10 1.6055392e-10 2.2823744e-07]"
1,"[7.4528078e-11 1.0000000e+00 2.9254890e-11 2.3902079e-14 1.3665391e-10
 1.7051490e-09 1.0779541e-09 3.7540548e-10 6.6014272e-10 4.4569258e-11]"
9,"[2.2890006e-11 6.6496380e-13 6.8815093e-12 1.3341566e-11 1.9392441e-05
 6.3807158e-12 8.1491983e-14 6.3775900e-08 5.3318322e-10 9.9998057e-01]"
0,"[1.0000000e+00 1.4240171e-14 3.4829684e-11 5.4978976e-13 2.4528563e-11
 7.5888720e-13 3.0845087e-11 1.1638228e-12 2.2532268e-10 3.2409122e-09]"
1,"[2.7627378e-11 1.0000000e+00 3.8531334e-11 5.6850617e-16 3.9933952e-11
 7.4517559e-11 7.5346070e-11 2.9598005e-10 6.8692933e-11 1.4297454e-11]"
1,"[4.5873836e-11 1.0000000e+00 6.8078591e-11 3.7300192e-16 2.0601386e-10
 4.7080624e-11 6.2534262e-12 3.4674745e-09 3.8468107e-11 1.5016055e-10]"
3,"[8.0682396e-17 3.8666541e-09 1.2632348e-10 1.0000000e+00 4.4564214e-16
 2.7552718e-10 3.1159636e-17 2.5424605e-11 2.2240404e-12 1.3545947e-09]"
5,"[2.9709507e-10 3.6134526e-10 2.8327879e-10 1.2501940e-06 4.6374646e-10
 9.9999702e-01 1.0532594e-09 1.3600025e-11 1.0987048e-08 1.7406356e-06]"
0,"[1.0000000e+00 4.4101729e-14 1.8216628e-09 7.4846709e-12 3.9569581e-10
 5.7226364e-13 8.3299700e-11 6.7148067e-13 1.8761435e-09 6.0152585e-09]"
7,"[1.09814491e-10 1.19184440e-08 4.88714704e-07 1.10153553e-09
 4.98684161e-09 2.47428328e-10 9.30959194e-13 9.99999523e-01
 1.15682776e-10 3.28492469e-08]"
8,"[7.2470438e-17 1.3510553e-19 9.4692815e-14 5.7367732e-11 7.8898525e-17
 1.2210065e-13 2.0936525e-16 7.4638343e-18 1.0000000e+00 6.4794819e-12]"
1,"[1.6358441e-11 1.0000000e+00 1.6438764e-11 1.6311168e-16 3.8378186e-11
 2.9899277e-11 3.1028482e-11 2.0662973e-10 2.9708614e-11 7.9717682e-12]"
5,"[2.6026238e-14 2.6726204e-13 7.4780996e-13 4.9799598e-07 4.6960709e-14
 9.9999952e-01 3.9950061e-12 2.7331388e-15 3.1569018e-11 2.0029276e-08]"
1,"[3.2728008e-11 1.0000000e+00 2.2440601e-11 2.6620166e-15 7.6763290e-11
 2.0355120e-10 2.0778296e-10 2.2443566e-10 8.8046646e-11 2.1079747e-11]"
4,"[2.2858912e-14 1.5308723e-09 2.1756401e-11 9.3472000e-15 1.0000000e+00
 2.2073979e-12 2.8519973e-11 3.5021686e-10 1.4237349e-10 2.2619927e-11]"
6,"[7.2305700e-10 3.6686889e-13 1.9459339e-13 1.9684954e-14 8.6829823e-12
 3.2190069e-08 1.0000000e+00 8.5695126e-18 4.0813819e-10 6.9204729e-12]"
0,"[1.0000000e+00 1.2656335e-15 1.5687467e-12 2.6454075e-13 4.3963869e-12
 1.7853079e-13 7.8196677e-12 9.1977580e-15 2.6316210e-11 5.0662297e-11]"
0,"[1.0000000e+00 7.9510697e-16 1.1194601e-11 2.6547571e-14 6.7102907e-12
 3.4947678e-14 7.4136591e-12 5.0725164e-14 2.3231283e-11 1.8873909e-10]"
4,"[4.4228337e-14 2.0914717e-10 4.4178704e-13 2.1197637e-15 1.0000000e+00
 6.6974361e-13 3.9394677e-12 7.7060892e-12 5.0502432e-11 1.1991129e-10]"
9,"[2.7509432e-11 1.3428279e-13 6.8631598e-12 2.1298591e-11 3.8715634e-06
 5.6288910e-12 2.3044931e-13 4.3061757e-08 1.5522892e-09 9.9999607e-01]"
1,"[1.19100242e-11 1.00000000e+00 1.01324010e-11 1.90960388e-16
 2.12715557e-11 3.61175985e-11 2.79637060e-11 1.20314050e-10
 1.44869455e-11 2.76262043e-12]"
6,"[2.0792619e-09 1.5901831e-13 1.4257081e-13 1.0601103e-14 4.9634755e-11
 1.2003906e-09 1.0000000e+00 4.4694091e-17 4.2604217e-10 3.1693662e-12]"
6,"[6.5921157e-10 2.8507378e-13 1.1186248e-12 1.3906588e-13 3.4450617e-12
 1.0627661e-07 9.9999988e-01 3.3548725e-17 2.2113076e-09 7.6561006e-12]"
9,"[6.1375683e-12 4.8604767e-13 5.1672074e-12 4.9544462e-11 2.9758750e-05
 1.7763312e-10 3.3041294e-13 8.4930036e-08 1.6436168e-08 9.9997020e-01]"
0,"[1.0000000e+00 3.5998077e-14 8.3008384e-10 1.5600428e-12 5.5255656e-10
 1.4652730e-12 7.0200123e-11 7.4247780e-13 2.9155265e-09 3.8800705e-09]"
7,"[2.3636355e-11 7.6468998e-10 2.6090193e-08 8.0385293e-10 1.2331137e-09
 4.2274678e-10 7.7687236e-15 9.9999988e-01 3.4515138e-12 6.9784242e-08]"
6,"[1.7831131e-09 2.2503402e-14 1.4648334e-13 4.7320364e-15 2.1747439e-11
 5.6068666e-10 1.0000000e+00 1.3864611e-17 1.0818114e-10 8.5773064e-12]"
1,"[2.3999785e-11 1.0000000e+00 5.2951032e-11 8.4929781e-16 4.5064188e-11
 6.0915002e-11 2.6825783e-11 3.5162312e-10 5.0780612e-11 2.2038149e-11]"
1,"[1.3876452e-11 1.0000000e+00 6.0594592e-11 7.4925115e-16 5.1342562e-11
 4.2916483e-11 2.8004325e-11 6.3092265e-10 3.3028958e-11 2.6800263e-11]"
0,"[1.0000000e+00 3.4896741e-13 3.4451575e-10 9.5299264e-14 7.6586289e-12
 6.6772163e-14 3.8806808e-11 1.6789507e-12 3.9261197e-10 3.6021780e-10]"
1,"[3.0617914e-10 1.0000000e+00 4.3919892e-11 2.6766389e-15 1.3162348e-10
 2.5316901e-10 7.1109223e-11 1.1381643e-09 1.7773330e-10 1.7642418e-10]"
2,"[1.6008586e-08 6.4418082e-06 9.9998212e-01 1.8211207e-08 1.0059830e-08
 6.3058829e-12 1.1004249e-08 1.1310805e-05 1.4989933e-08 9.4700269e-08]"
3,"[4.3037212e-23 6.2460952e-12 7.8381385e-16 1.0000000e+00 9.6634373e-21
 4.0254262e-09 2.9627632e-19 6.9216237e-15 2.3544531e-14 3.3370268e-11]"
4,"[2.77981848e-13 1.07986523e-10 1.00577125e-11 3.13748373e-15
 1.00000000e+00 8.48023637e-13 1.08733883e-10 5.99106945e-11
 9.32555722e-09 1.12282073e-09]"
7,"[4.7754318e-12 2.7979561e-04 3.7302112e-04 9.6453689e-08 3.2476376e-07
 2.3493163e-12 1.0089412e-09 9.9934655e-01 4.3988289e-09 1.5313186e-07]"
2,"[1.3968752e-09 1.4563751e-07 9.9999094e-01 2.1896354e-07 1.1153542e-10
 2.2148553e-12 4.3246856e-10 8.6327300e-06 3.5945718e-08 6.0338685e-08]"
3,"[1.3040671e-22 1.3363135e-12 2.2812645e-15 1.0000000e+00 1.1788245e-20
 7.8670398e-10 1.4065476e-20 7.6680845e-16 5.1964709e-15 1.6524521e-11]"
4,"[7.0326593e-07 4.7184699e-07 2.9958048e-08 2.1134698e-10 9.9839079e-01
 4.9368896e-07 1.1762178e-06 3.5259305e-08 3.8527988e-04 1.2210690e-03]"
5,"[3.7966779e-11 2.4721114e-10 4.2218091e-09 6.9240400e-09 3.6035587e-08
 9.9998736e-01 3.1563110e-10 3.2727505e-09 1.3842205e-07 1.2522278e-05]"
6,"[4.6904264e-03 1.1595665e-07 1.8765488e-07 1.9915053e-06 1.3113404e-06
 1.9495837e-02 9.7536749e-01 1.0195625e-09 3.8330717e-04 5.9365873e-05]"
7,"[2.8209594e-11 2.7915524e-04 1.0837322e-03 2.6276163e-07 7.1278015e-07
 1.8335828e-11 2.9853209e-09 9.9863523e-01 7.5603722e-08 8.2443864e-07]"
0,"[9.9997246e-01 7.5687118e-10 2.9028108e-06 9.2464321e-09 2.7056164e-08
 2.0182780e-08 1.3925414e-07 6.0274935e-10 2.1647895e-05 2.7802053e-06]"
1,"[1.6358388e-10 1.0000000e+00 1.8809078e-10 9.2333293e-16 1.8978016e-10
 1.5195986e-10 2.4889753e-11 2.2175293e-09 4.9369162e-11 1.4284678e-10]"
2,"[5.0554128e-10 2.4752822e-07 9.9999833e-01 2.6463044e-07 1.4357751e-10
 9.1617137e-14 1.1948553e-10 1.1309504e-06 8.3708607e-10 2.5266497e-10]"
7,"[1.8685758e-13 4.9687214e-06 2.3491662e-05 2.6918889e-09 1.6445729e-07
 5.3847551e-13 3.1940974e-11 9.9997139e-01 2.3923259e-09 4.1073836e-08]"
8,"[1.03729295e-13 2.71829157e-15 9.32226952e-12 5.28133270e-08
 7.34134162e-13 2.95779952e-08 6.13946003e-12 7.73548075e-16
 9.99999881e-01 1.10187015e-09]"
6,"[6.0857230e-09 2.5461050e-11 1.3070377e-11 1.0292477e-14 2.3215957e-11
 2.4121194e-09 1.0000000e+00 3.3224219e-17 1.9558487e-11 1.5279412e-12]"
3,"[3.2801165e-20 7.8282419e-10 5.7258716e-12 1.0000000e+00 1.9599720e-18
 2.6986607e-08 3.1207235e-16 4.8884020e-13 7.4932947e-13 6.2154365e-11]"
9,"[8.5888971e-08 1.5985663e-10 5.8067624e-08 2.9412986e-08 2.3517659e-05
 5.5552931e-09 3.4153208e-11 2.2335576e-05 5.5283735e-08 9.9995399e-01]"
7,"[5.1985082e-13 1.5953365e-06 1.8066190e-06 1.3640847e-08 5.4626231e-08
 1.1919426e-12 4.7113754e-12 9.9999619e-01 4.4444917e-10 3.0837154e-07]"
1,"[6.8601145e-07 9.9992251e-01 2.1903669e-07 1.1055855e-11 3.3959640e-07
 1.9488134e-06 6.9446804e-05 3.8411443e-08 4.8604666e-06 7.8563467e-08]"
9,"[5.1883342e-07 3.3351894e-11 3.1668787e-08 1.0150328e-09 7.7311151e-06
 4.1702811e-10 1.3570144e-11 2.0145856e-07 5.7985687e-07 9.9999094e-01]"
3,"[5.1607702e-24 2.1087659e-12 1.0284426e-15 1.0000000e+00 7.8042261e-21
 2.0045775e-10 6.1322005e-21 7.9806106e-15 9.9283795e-14 1.3513985e-11]"
9,"[3.27154276e-10 8.56025043e-11 1.08242979e-08 2.17332854e-07
 5.69476788e-06 1.62736686e-08 2.72279716e-11 1.06110725e-04
 2.72202897e-07 9.99887705e-01]"
6,"[1.4860420e-06 2.0140286e-08 5.6730434e-09 4.5161861e-09 2.1052750e-07
 5.3629868e-05 9.9994385e-01 2.1424720e-11 7.9465514e-07 1.0554501e-08]"
1,"[4.8404763e-11 1.0000000e+00 2.5003187e-11 1.7355474e-15 8.9197580e-11
 2.3832466e-11 1.4962868e-11 7.6979295e-10 2.9743881e-11 6.1054238e-11]"
7,"[1.0674563e-16 1.7361301e-06 2.1573337e-08 1.3807237e-10 2.3331724e-08
 6.9007313e-15 1.9828906e-14 9.9999821e-01 4.0388712e-12 1.5559800e-09]"
2,"[1.7777351e-09 1.0437429e-07 9.9999869e-01 4.7529718e-07 6.8047304e-12
 4.3026048e-13 4.9452809e-10 7.8787241e-07 1.5247371e-08 7.2674253e-09]"
4,"[5.78740428e-15 1.14900200e-10 3.75751649e-13 1.91334557e-15
 1.00000000e+00 1.05703342e-10 1.11710585e-10 2.31994576e-10
 3.00370639e-09 4.02793754e-09]"
4,"[4.5457682e-18 9.2271867e-12 1.1991191e-15 3.5566947e-18 1.0000000e+00
 1.5414493e-13 4.7087338e-12 5.4460915e-12 6.2273359e-12 1.3705661e-11]"
5,"[1.8650608e-13 9.9816483e-12 2.2433182e-12 3.2330212e-09 6.4171579e-09
 9.9999785e-01 5.0437828e-11 3.0782783e-11 4.2429896e-08 2.1276514e-06]"
7,"[3.4911174e-13 3.8750477e-05 3.2563760e-06 4.8734986e-08 3.3191094e-07
 7.1011977e-12 5.9752081e-10 9.9995768e-01 1.9162004e-08 1.7212129e-08]"
0,"[1.0000000e+00 6.9424612e-15 6.0954054e-11 3.5949382e-13 3.8503172e-12
 5.1528709e-13 4.0805490e-10 1.3172147e-13 1.3278093e-09 1.0712068e-09]"
0,"[9.9999905e-01 7.2739173e-13 5.3187620e-08 1.0380661e-09 2.2718585e-10
 1.5982175e-10 1.7132158e-09 1.7009724e-10 7.4019442e-07 2.6151017e-07]"
1,"[1.4490215e-10 1.0000000e+00 9.0356958e-12 4.5989209e-15 6.0366223e-10
 8.0719476e-10 5.1445095e-11 1.8391889e-09 1.3596728e-10 1.3016306e-09]"
6,"[7.8136480e-08 2.1348921e-10 1.4888756e-09 1.1110698e-09 6.7107470e-10
 4.7995683e-04 9.9951971e-01 2.3128119e-13 1.8461361e-07 5.8755578e-09]"
6,"[6.0785503e-08 1.8201976e-10 2.0767466e-09 1.3010084e-09 9.7118233e-09
 4.3824434e-06 9.9999499e-01 8.1272737e-14 4.4199012e-07 9.9893438e-10]"
8,"[2.3612788e-15 3.4581212e-17 1.0054983e-12 9.4081904e-12 4.9237900e-14
 1.2843881e-11 5.0138404e-14 1.6857266e-17 1.0000000e+00 2.9692585e-11]"
2,"[5.8514021e-10 9.3504559e-07 9.9999893e-01 1.8489731e-08 4.6351343e-12
 1.2857409e-13 5.4212519e-09 8.1759971e-08 5.9389502e-09 1.7095727e-09]"
7,"[5.4911166e-16 1.8008565e-07 2.2240535e-07 1.2343332e-11 2.2002681e-08
 1.3870648e-15 3.1177282e-13 9.9999952e-01 2.0846195e-11 1.2345558e-09]"
7,"[2.6451677e-14 6.8592686e-07 1.1427737e-06 4.0580099e-09 3.9522857e-07
 5.8651814e-14 3.2218575e-14 9.9999762e-01 5.7431861e-11 1.4262831e-07]"
